sx,sx2,sy,sy2,gamma,delta
23295.031032,16182.705433,20588.2313878,10857.1012772,0.12,2
16466.657314,7699.01821897,26517.040672,16298.9313049,1.36,1.48
17749.370792,8836.87277189,28689.888002,18675.2295807,1.16,1.2
21726.824731,13833.2418495,26546.6607074,16335.7763772,0.32,1.36
21801.561196,13946.992759,26999.727015,16851.2982681,0.32,1.32
21957.306729,14227.2160557,21283.8446637,11503.4181978,0.4,1.96
21329.238647,13336.3946604,20998.9046393,11222.1891662,0.64,2
18151.372452,9456.50083194,33516.899381,25151.7248081,0.6,0.76
15978.6722492,7113.3664582,41725.628996,38883.8269686,0.64,0
18843.636439,10392.7931852,30888.56039,21515.4277,0.64,1
19410.804393,10758.9200961,33696.55166,25420.5547549,0.6,0.72
18418.143947,9725.95053483,25481.4166516,15177.8818333,1.12,1.52
18275.713409,9534.82897445,24976.1083844,14606.5618507,1.12,1.56
18094.719489,9334.49271652,22610.60743,12498.259934,1.2,1.88
23257.820506,15957.0284682,23551.9854433,13377.6328715,0.12,1.64
15028.6653673,6238.4049057,41699.018759,38836.2806086,0.88,0
18181.243355,9344.86612131,30851.159076,21429.28177,0.88,1
18967.437693,10509.92767,21880.9480045,12022.3148726,0.88,2
10522.5135304,2653.66264123,41485.146035,38426.4975923,1.96,0.08
14466.8252324,5693.56651954,41167.484604,37848.9967268,1.96,0.04
12724.6921754,4154.50824581,41762.066151,38942.8456518,1.36,0.04
18564.782019,9902.71230194,29593.862442,19840.8015697,0.84,1.12
16260.498909,7470.80097563,32987.915154,24374.239752,1.04,0.84
18281.774665,9610.81508706,29185.736583,19323.7287488,0.84,1.16
16596.324149,7558.0351819,32377.617332,23488.8863272,1.04,0.88
12612.1298942,4078.49062982,41264.167083,38015.4932717,1.36,0.08
20382.258707,12081.0106215,27972.719509,17895.7191726,0.52,1.24
14995.657963,6189.0605671,41799.662312,39018.9471615,0.84,0
17831.800238,9082.07011596,31026.376188,21680.2016477,0.84,1
19667.2481,11362.3709067,21327.9748442,11389.8543516,0.84,2
15234.045543,6297.83812481,38149.020658,32470.8119189,1.12,0.36
14628.55802,5780.00046603,26993.793632,16686.2746355,1.64,1.44
21584.286727,13533.219247,23101.6351681,12960.0508839,2,1.68
15157.653129,6242.58270945,37264.36842,30983.818573,1.08,0.44
10546.5841124,2676.87550471,42117.993467,39638.8499403,1.8,0
13299.66955,4574.39658236,31575.84796,22357.1367359,1.8,1
15222.765347,6414.89315082,36787.222155,30193.8682289,1.08,0.48
14091.4078893,5295.88936379,36134.204561,29133.9112912,1.4,0.56
15227.164599,6276.46495517,26357.2872515,16007.8419257,1.64,1.48
14007.6760896,5240.33382265,36538.947145,29785.1787123,1.4,0.52
22524.945788,15263.3024138,23611.8071048,13594.7610417,0.08,1.68
18399.969355,10046.6150682,24251.9999016,14234.0281585,0.8,1.76
18960.842652,10393.0294759,29967.580048,20318.9259182,0.72,1.08
18498.685776,9814.54778259,30491.209316,20986.2288606,0.72,1.04
21974.873917,14537.4177506,24143.5112486,14036.1592092,0.08,1.64
17853.388286,9060.02985314,21455.1192218,11555.6420127,1.4,2
12602.6134668,4089.59364032,42092.908087,39572.0145737,1.4,0
14808.905293,5964.92757615,31434.3675,22181.7103076,1.4,1
22872.761624,15535.3357733,22902.8382007,12848.5669932,0.2,1.72
18439.471611,9616.52667889,21770.5587925,11625.521843,1.12,1.92
15594.070935,6717.94101521,40588.949772,36773.8194152,0.84,0.12
16155.785067,7438.19307884,39131.629156,34173.3997139,0.56,0.24
18139.711498,9405.21290299,22296.7222799,12102.8237472,1.08,1.88
17779.031434,9162.41667858,38555.57312,33178.6054671,0.56,0.28
12214.2419244,3776.67116137,40531.69537,36665.0039147,1.56,0.16
18998.10551,10374.0208458,24258.6213163,14048.7839758,2,1.64
11747.5790742,3428.27335803,41050.615785,37612.8128068,1.56,0.12
17427.047627,8490.07707881,23190.2280976,12820.4157876,1.4,1.76
14964.56837,6108.61789776,34777.948578,27015.0620431,1.28,0.68
16876.173884,8034.74258401,22533.1175565,12312.098269,1.48,1.88
13101.287827,4417.7085824,34152.124071,26053.1707295,1.8,0.76
15617.273742,6688.05586438,40272.800533,36194.7458285,0.8,0.16
12767.6425639,4196.91236064,34650.641863,26806.6098572,1.8,0.72
15355.938715,6525.07757,40593.157149,36781.2194143,0.8,0.12
18055.483943,9044.33367304,22149.3986027,11904.1991403,1.48,1.84
15532.419516,6716.38434793,40815.119766,37198.1426083,0.76,0.08
17914.614385,9327.08946811,29518.512449,19789.9331662,0.88,1.16
17741.0677569,9066.61726246,41097.802522,37715.6527048,0.44,0.04
17641.370393,8871.20578618,40866.004051,37280.4261096,0.44,0.08
19652.418602,11329.5377027,35817.841943,28664.6839404,0.2,0.52
15696.8116041,6840.20338273,41377.547034,38228.6942665,0.76,0.04
19338.268441,10896.0626953,33726.68113,25473.0062123,0.48,0.72
20185.423707,12219.4562195,35269.17518,27810.6003627,0.2,0.56
14794.4473657,5938.50102798,24159.0334331,13835.1788238,1.8,1.76
15545.791535,6623.33265779,24192.5037664,13879.7412504,1.8,1.72
18246.881659,9575.05173301,29782.106502,20098.0343684,0.88,1.12
16604.781297,7724.01662587,27817.880961,17656.2734639,1.28,1.32
18994.135812,10419.7851474,27357.060808,17154.7874897,0.68,1.32
18884.062313,10296.0951362,33394.266649,24977.8430867,0.48,0.76
20153.596775,11851.5735135,23838.4950821,13589.3659863,0.56,1.68
13029.030713,4443.34597321,38505.105332,33077.9181415,2,0.32
21778.581127,13748.5156507,23955.8814113,13654.7347235,0.44,1.6
14575.9383714,5838.9680773,37895.320279,32039.3108965,2,0.36
20327.066263,12023.8580724,28440.547366,18446.6901152,0.44,1.2
19196.60473,10901.9255384,41244.982308,38003.2943605,0.04,0
22390.373301,14697.918882,30192.222398,20638.7296277,0.04,1
20255.894992,11678.1027045,20498.4438172,10498.6351658,0.04,2
15133.195897,6197.23055822,22392.3739158,12094.2801524,1.8,1.92
15697.167988,6694.07356784,21770.4881615,11588.5377938,1.8,1.96
11998.5741588,3616.8347597,38400.331396,32892.6901584,1.68,0.36
20473.76233,12332.046762,21113.5721488,11189.4639221,0.68,2
12298.2200589,3812.14623804,38920.755349,33791.6726781,1.68,0.32
16096.5437831,7203.547833,41795.441643,39008.3346483,0.68,0
18323.848261,9757.25816521,31034.117415,21715.8095979,0.68,1
20301.515994,11940.513029,25893.238873,15606.1858741,0.76,1.44
15914.59534,7084.64063118,25473.382898,15209.5683375,1.96,1.6
16100.113294,7232.27697322,38420.082296,32938.3615558,0.88,0.32
16253.580459,7382.36401979,37960.825891,32153.8782764,0.88,0.36
19795.760153,11249.9527004,25355.3202639,14943.3889337,0.76,1.48
12623.4978931,4087.48847531,37933.716892,32096.4629377,1.64,0.4
12954.7289917,4339.90350562,35871.140635,28710.0189931,1.64,0.6
11400.8947028,3225.64754927,39825.476887,35410.0587928,1.64,0.2
15927.884558,7103.69918309,26748.567705,16467.9077591,0,1.48
13023.358972,4401.05074288,33774.071388,25489.8377341,1.64,0.8
17129.742791,8204.55529782,23009.7025584,12690.6822486,1.32,1.8
21409.820376,13718.1296617,25056.1524397,14913.4161586,0.24,1.56
21490.787378,13575.3377205,24878.692457,14559.7689717,0.24,1.52
18605.594153,10129.5888638,34297.72562,26315.7958844,0.48,0.68
16048.938798,7151.02807191,24778.5557779,14402.6767319,1.56,1.64
20419.037702,12123.7334211,28830.392295,18903.9696851,0.4,1.16
21191.928597,12980.6766556,28999.628118,19100.6461499,0.4,1.12
14938.955363,6011.91134021,26121.156659,15772.2831039,1.68,1.52
15771.878616,6820.21765989,25409.356454,14975.8228944,1.68,1.56
14813.791209,5903.03913116,28507.97981,18456.2177795,1.72,1.28
17908.684071,8974.97744591,24230.4340665,13822.6001239,1.24,1.64
14117.093617,5334.77531777,27177.719189,16911.8034666,1.76,1.44
14736.21887,5890.63715997,26978.282081,16795.6297505,1.76,1.48
20309.209721,12159.7337507,41108.625633,37747.9789159,0.08,0
20926.195683,13123.4726579,30613.488699,21197.9899033,0.08,1
24552.918523,17464.4055154,19615.1232257,9882.42400997,0.08,2
12072.8388207,3696.15089879,41949.034721,39305.7779111,0,0.04
20822.751219,12825.1040421,33103.468554,24586.5726163,0.16,0.76
16684.070175,7900.44378681,34316.341541,26327.2775464,0.04,0.72
15706.004184,6774.84984384,30876.575588,21450.1166621,1.44,1.04
21140.432878,12971.275778,33478.717906,25117.1858329,0.16,0.72
19303.677788,10755.7305327,33433.951105,25039.3990155,0.04,0.76
19635.628174,11294.2426852,37944.064111,32143.8808526,0.28,0.32
18836.382724,10187.2597799,22641.8456859,12421.6785555,1.96,1.8
14414.861821,5690.80386392,40980.646518,37516.0775409,0,0.08
15434.458649,6438.75533544,30369.184795,20756.1399972,1.44,1.08
17131.212878,8224.29054178,23576.1102208,13267.6216611,1.32,1.76
17705.536341,8803.38152784,23647.4446848,13327.8597739,1.32,1.72
20862.015781,12698.3127165,22882.7273779,12685.0072182,0.52,1.76
19423.607237,10799.868718,34555.478858,26705.5648197,0.52,0.64
18062.388737,9421.15062803,34360.144703,26403.1173321,0.52,0.68
14819.7741537,5939.33007237,33925.919837,25726.0799183,1.32,0.76
22382.664384,14432.7808533,27517.31346,17395.56411,0.36,1.24
15122.9131042,6334.79560104,34358.288963,26378.2318404,1.32,0.72
21402.532807,13375.2111912,27339.760628,17184.132526,0.36,1.28
23012.934169,15449.5118535,20415.5344451,10603.4608435,0.32,2
20589.636756,12549.5652739,30603.46408,21166.4431369,0.32,1
18877.946519,10253.4473083,41405.020556,38294.1019657,0.32,0
17248.281639,8282.51934834,27538.471206,17317.2884442,1.16,1.32
15183.034687,6365.23974897,38805.063914,33602.6676372,1,0.28
15704.855466,6848.24600677,32311.039506,23418.5589897,1.32,0.92
15499.327187,6636.21025914,39275.916555,34422.1843782,1,0.24
15656.923178,6749.75257057,31816.239553,22726.4177305,1.32,0.96
17075.364959,8147.28952719,31411.478691,22159.9987979,0.96,0.96
17913.961208,8947.40644882,31688.121243,22543.3293163,0.96,0.92
21142.12792,13350.3578116,26141.6507544,16031.2668527,0.32,1.44
14403.920611,5631.70078032,36075.223242,29042.3664017,1.2,0.56
16123.899389,7311.76472942,32195.554269,23253.0888117,1.16,0.92
14675.424407,5846.22947918,36466.8981,29676.1160752,1.2,0.52
15938.035155,7023.45043874,31633.059308,22457.5415388,1.16,0.96
12723.3147838,4177.69209275,42061.831179,39514.6793281,1.32,0
16776.159633,7998.61833809,32056.033532,23064.9201228,0.92,0.92
18537.075079,10014.8732619,36393.136553,29576.2188541,0.32,0.48
18364.194571,9750.66453592,24328.1147187,14094.7420036,1,1.68
16862.569436,8247.50552813,31735.324068,22643.2977805,0.92,0.96
19067.313423,10576.0692671,36745.55986,30150.7684525,0.32,0.44
18488.36467,9832.03466061,24376.8940027,14066.4380466,1,1.64
18431.380873,9639.25306005,22863.0867646,12671.023068,1.2,1.8
15264.32381,6399.42309432,26265.1454719,15949.7092781,1.56,1.52
19284.576377,11185.6044931,26024.6111889,15961.1010706,0.56,1.52
18811.076844,10312.6608059,40160.237011,36005.5322585,0.12,0.12
20118.552174,11779.1990975,39682.758373,35153.1919228,0.12,0.16
18673.308773,10108.2493211,27595.412753,17500.6633706,0.96,1.32
19319.565852,11074.1946468,28064.712934,18076.6406356,0.52,1.28
18976.913919,10203.8749968,26714.2181807,16386.62783,0.96,1.36
15860.547301,7054.36395043,23431.339988,13214.4862425,1.64,1.84
21058.333582,13170.275019,31418.581096,22253.0758503,0.24,0.92
21800.868521,13781.7306658,23565.1885536,13374.1602548,0.6,1.64
20945.449441,12931.1444381,30952.94519,21622.6285602,0.24,0.96
19314.01872,10843.1148871,40546.300734,36707.5876422,0.08,0.08
13309.860284,4606.82386253,32462.582234,23590.3084136,1.84,0.92
19197.094236,10758.4413499,40990.21717,37518.3060098,0.08,0.04
15113.860505,6162.23020691,23608.6223833,13181.4029582,1.88,1.76
21073.445878,13027.5836151,29596.390683,19886.5680419,0.32,1.08
17659.42887,8930.16044098,27271.225887,17040.2941856,0.92,1.36
17982.30956,9475.41765521,28084.148272,18131.6240081,0.92,1.32
21749.513179,13646.1236786,29777.410467,20065.8201575,0.32,1.04
19241.658643,10497.9158155,36369.407375,29537.9020346,0.6,0.48
18565.809699,9760.0361597,21701.7478243,11551.6840914,1.2,1.92
17342.627689,8628.56059687,36947.689392,30471.2554629,0.6,0.44
19041.802897,10270.9791704,21101.5767929,11054.5040382,1.2,1.96
17899.594168,9149.93517756,26024.1041689,15708.731623,1.12,1.48
21680.876804,13664.4973687,30317.417965,20780.0152362,0.2,1
17684.447919,9240.16511954,41083.344657,37721.3325122,0.2,0
19407.813256,11204.3525111,27626.254519,17566.8458374,0.64,1.32
19371.999196,10994.9509376,27191.155958,17057.6094282,0.64,1.36
15254.3251,6384.92799431,30543.686187,20996.3754756,1.28,1.08
10486.1434828,2628.04163087,41111.286094,37727.3303832,1.96,0.12
20970.846693,12773.1431781,27459.573283,17307.5531495,0.44,1.28
12086.6517706,3735.15202869,40148.03188,35981.909388,1.96,0.16
16038.424227,7115.77059721,30823.424774,21379.3553009,1.28,1.04
12937.1693649,4342.35467406,40442.782736,36502.2190432,1.36,0.16
17174.004238,8451.20050256,39387.951373,34628.0084865,0.56,0.2
12983.04945,4379.5428822,40801.350659,37163.1675176,1.36,0.12
15867.730154,6928.64374503,33388.117745,24942.3278619,1.12,0.8
15004.804055,6159.89498375,35601.955161,28294.4497852,1.12,0.6
15599.750321,6627.99615487,22675.6483119,12254.1882955,1.8,1.84
15112.784946,6253.09918209,37620.545791,31576.0317644,1.12,0.4
14316.956382,5573.70709085,39842.396899,35427.1255284,1.12,0.2
20875.830099,12749.3776268,24571.2430454,14400.7689056,0.6,1.6
21104.230159,13289.4000898,27659.580507,17608.2976644,0.2,1.28
13145.9803309,4527.26909138,38585.028251,33216.2225924,0,0.36
12069.0828873,3663.15156229,38023.077519,32247.9183944,1.72,0.4
13503.83266,4850.77000233,29629.165167,19877.5346586,1.76,1.24
12246.7870403,3782.05696301,35956.091255,28843.5612336,1.72,0.6
13799.7718992,5094.81404019,40993.30664,37522.3706917,1.12,0.08
21438.110758,13246.9002975,25875.3156532,15548.3642289,0.52,1.4
11769.7918126,3449.68029802,40177.458772,36024.7144352,1.72,0.2
20619.003786,12584.4323841,22896.9675438,12867.0972249,0.52,1.8
13605.798769,4846.4858109,33677.930192,25350.08173,1.72,0.8
13958.3252322,5227.17033145,41480.555454,38426.8452985,1.12,0.04
15512.802263,6631.97501411,25686.2578286,15319.5274544,1.64,1.56
14730.39633,5938.65470288,38086.823588,32362.9008219,1.08,0.36
16062.869942,7070.12948105,25759.7481258,15371.9281606,1.64,1.52
15016.472729,6285.26781273,38215.151581,32584.4139717,1.08,0.32
17102.092243,8305.92937686,24002.2711066,13686.3755679,1.36,1.72
13345.1165911,4670.92270241,37403.159135,31205.2330947,1.4,0.44
17532.531897,8562.72543746,23077.0508255,12680.506762,1.36,1.76
19334.056333,10826.7434002,24162.5677906,13790.2287098,0.8,1.64
18416.730103,9849.26749784,29637.632607,19892.6096796,0.72,1.12
12720.8345116,4176.13999494,38674.963423,33369.6824162,1.48,0.32
16217.437703,7461.72776592,37089.324986,30699.3995345,0.84,0.44
18600.969352,10100.8743184,29303.302964,19504.0614568,0.72,1.16
12941.1606793,4309.6102849,38375.202932,32849.6352721,1.48,0.36
19419.06346,11111.2104468,29562.472965,19836.8502503,0.52,1.12
16774.835733,7969.32837421,36613.53654,29920.7984633,0.84,0.48
21865.598769,14381.0323057,28693.348877,18834.7943892,0.08,1.16
13136.9603387,4488.48435976,32108.897182,23097.3459621,1.88,0.96
22801.650417,15151.1971353,28780.88447,18865.0258565,0.08,1.12
13592.43753,4850.02047142,27947.436508,17769.6568147,1.88,1.36
22861.622503,15401.521266,23018.3552364,12802.0725446,0.2,1.68
23449.418234,16211.1486204,23362.4450813,13340.0898142,0.2,1.64
21736.358671,13810.8147637,21529.9236349,11491.0933389,0.44,1.88
20583.068663,12320.7415291,30522.676578,21036.9462045,0.4,1
17252.211202,8757.96668922,41050.759565,37662.2723315,0.4,0
13452.107134,4707.00722537,29551.387682,19708.9784003,1.84,1.2
16897.64319,7986.69183525,26106.960917,15771.1944013,1.4,1.48
19320.783388,10670.9432326,21521.095693,11434.3717916,1.08,1.92
17856.561551,9101.48547763,35655.240843,28394.9412088,0.56,0.56
14463.612656,5722.67885893,30948.633362,21563.9359891,1.4,1.08
18758.595818,10165.6102297,21766.3077755,11771.2242249,1.08,1.96
17755.679805,8976.17635505,36104.312197,29108.8442815,0.56,0.52
14615.107044,5858.67288469,31276.248152,21998.0490482,1.4,1.04
20942.21169,13019.507965,22406.4620592,12329.9147204,0.44,1.84
12244.6032437,3812.82823814,35522.302898,28151.9325296,1.8,0.64
16144.804421,7313.07933401,39175.417338,34250.562435,0.8,0.24
19697.108707,11287.8256014,31925.223343,22904.418654,0.44,0.88
12290.783849,3811.93801689,35103.433917,27504.5433398,1.8,0.68
16867.9296413,7920.81616476,38756.115185,33520.4146555,0.8,0.28
15016.222181,6238.69616412,41660.691837,38773.585946,0.8,0
16997.546167,7987.85432529,21777.3324055,11495.8415048,1.48,1.92
13136.8864248,4496.9153602,40779.306982,37121.7412832,1.28,0.12
17739.025678,8974.17457058,40320.815885,36291.313759,0.44,0.12
17780.385289,9112.65683463,39862.956369,35471.2327606,0.44,0.16
19763.619677,11431.3383784,38738.96218,33503.423079,0.2,0.24
17514.237133,8778.45859955,33557.364559,25205.164746,0.76,0.76
17587.069382,8802.47194948,34006.034527,25867.0427099,0.76,0.72
14045.3758679,5260.09990345,33542.193315,25153.5054556,2,0.8
19256.03986,10554.7220004,27657.661759,17487.8799449,0.68,1.28
19292.786158,10872.693135,28233.317412,18218.9962181,0.68,1.24
14773.610506,5948.44881223,39586.409816,34974.4564178,2,0.2
17482.319188,8937.1887095,36955.047401,30481.6086299,2,0.4
11557.8241002,3303.43345353,36029.322035,28957.4814527,2,0.6
20621.666289,12616.0960259,23508.640787,13372.1584772,0.56,1.72
15919.360003,7180.74844817,24131.7067093,14011.8882818,1.56,1.8
20944.005417,12898.4289361,23031.0563409,12945.8992229,0.56,1.76
15562.206998,6638.48672904,23466.4831542,13143.3919509,1.72,1.8
21692.860578,13977.4402425,21040.3470296,11179.6967837,0.36,2
12386.7905555,3924.81411825,33953.891301,25754.3054992,1.84,0.8
11631.0171639,3369.6842575,39623.229857,35037.0554821,1.68,0.24
12457.7348984,3944.38492833,39291.058907,34442.2452815,1.68,0.28
10942.0187546,2905.94348555,40128.741756,35941.873973,1.84,0.2
19995.466018,11515.0606605,25085.1030083,14747.8888861,0.76,1.52
12529.9296322,3975.83922091,35911.06523,28773.9127524,1.84,0.6
18580.732639,10045.7419962,25265.729495,14967.1413286,0.76,1.56
11227.685811,3085.54170012,38080.956273,32345.5689094,1.84,0.4
19652.625266,11235.2258825,22244.1241313,12176.4666192,0.8,1.88
16562.471652,7723.61441665,36641.197923,29965.7760727,0.88,0.48
16754.426409,7928.46514106,37078.921669,30686.0303434,0.88,0.44
16790.872085,7820.48597141,24870.1978667,14484.8934746,1.56,1.6
22641.314524,15647.7625863,26026.0332103,16042.3080556,0.04,1.44
22583.140511,15195.0865992,25286.5958507,15100.1664771,0.04,1.48
23470.492079,16165.052688,21922.1160508,11836.9643849,0.04,1.8
19508.710999,10962.1287642,22972.7462665,12789.0616006,1,1.76
18545.825742,9672.20580356,28689.707902,18675.9612914,0.04,1.2
21663.721499,13651.9358956,26203.2683727,16009.7603111,0.04,1.4
21687.488747,14382.345328,24781.3554481,14749.9690217,0.04,1.6
17532.739294,8912.03388249,25303.1040848,15025.2580988,1.04,1.6
17991.764092,9341.65081958,27072.930056,16933.8313984,1.04,1.4
19675.363695,11310.7376747,30252.537161,20684.6748263,0.4,1.04
16605.159841,7800.79386363,29087.644757,19172.0074213,1.04,1.2
15467.028863,6484.89419935,24195.8363432,13727.3044063,1.68,1.68
20345.426645,11689.6084136,28181.595741,18094.7518541,0.72,1.2
15286.920301,6380.16105032,24954.369423,14560.7607488,1.68,1.64
19724.290762,11390.2629332,24730.7710124,14489.5718317,0.72,1.6
19303.769998,10894.4435182,26612.3338394,16368.011803,0.72,1.4
21897.230019,13978.2122043,29387.034491,19624.9752378,0.4,1.08
21473.993909,13713.3507448,33836.180627,25651.9085876,0.16,0.68
15608.480823,6591.84691941,23417.0079152,13015.4718061,1.76,1.76
15113.541865,6261.99474932,24489.5355475,14206.7188641,1.76,1.72
15203.989333,6233.92860029,30059.666437,20363.8466271,1.44,1.12
20802.025259,12619.649326,34385.0303,26456.2292199,0.16,0.64
16311.86331,7341.15691702,29407.779235,19554.2909644,1.44,1.16
19626.576183,11309.0513879,40762.836196,37113.2571226,0.04,0.04
19807.48874,11431.6956783,39728.25619,35235.4520747,0,0.16
13838.96269,5112.69727804,26349.789063,16084.1689075,1.88,1.56
14427.7144871,5694.7030235,41180.108581,37866.2742826,0.04,0.08
14115.815492,5276.22164714,26296.306197,15942.590873,1.88,1.52
18770.358037,10156.4327607,25870.603583,15571.2907198,0.96,1.48
22742.763367,15244.4865991,21002.6189619,11057.1073927,0.16,1.92
17744.80299,8705.39021867,23925.901824,13449.7151802,1.32,1.64
18113.43563,9212.4066736,23809.7650687,13460.1195146,1.32,1.68
16293.635658,7193.77616384,21168.9044305,11033.1051816,1.8,2
18336.187328,9552.30119772,25356.6848106,14976.8655279,1.04,1.52
17593.254176,8807.51463921,39854.953901,35458.3626142,0.52,0.16
17356.33438,8718.70736139,40094.854356,35893.3438984,0.52,0.12
23589.620028,16615.6832096,21002.9145221,11370.5712013,0.16,1.96
21336.387219,13128.9801937,26813.684006,16551.096804,0.36,1.32
21152.669016,13189.5980132,26631.7717493,16412.0114951,0.36,1.36
22401.574725,14820.5695759,25214.2382346,14995.6372287,0.24,1.48
17853.108071,8961.47858003,28203.222727,18094.5422519,1.16,1.24
14000.117529,5185.66442812,28657.359423,18618.5821597,1.88,1.28
21472.298074,13800.3875086,25932.1032221,15732.1536957,0.24,1.44
13654.1000379,4873.77857369,30716.887339,21201.0259644,1.72,1.08
16887.454015,8005.88339549,28170.136111,18078.8519409,1.16,1.28
16690.468206,7804.44847579,33234.64394,24724.7335038,1.08,0.8
15228.328121,6317.13194153,35552.03867,28219.9084579,1.08,0.6
14639.155887,5838.70114504,40627.982391,36848.7137303,1,0.12
15042.977706,6232.93893124,37581.066945,31509.6653999,1.08,0.4
14576.3101517,5798.36018796,39702.836759,35182.4678532,1.08,0.2
14431.300669,5637.58272426,40222.513114,36109.1323109,1,0.16
17268.349257,8439.09730901,32370.432941,23502.2936919,0.96,0.88
17181.094539,8399.54904049,32798.991633,24109.981405,0.96,0.84
22088.148151,14447.3140416,21745.7001696,11927.4095029,0.4,1.92
14885.2078804,5992.77590546,36900.867291,30382.653502,1.2,0.48
16294.5067153,7277.22697439,34138.084655,26051.2111595,1.08,0.72
14131.45941,5317.17500412,27121.017773,16842.3110091,1.88,1.44
14999.188298,6134.75835255,37283.981922,31016.4408766,1.2,0.44
19903.485845,11525.7525646,32332.025749,23470.9631149,0.48,0.84
17846.494382,9068.06395608,22232.1279703,12040.2720623,1.28,1.88
17933.105663,9121.9788417,39036.161528,34010.2268298,0.68,0.24
17342.246902,8520.17485847,32726.329107,24001.2452154,0.92,0.84
18955.760867,10402.7932372,32498.769602,23697.7865245,0.64,0.84
16748.816023,7912.83309016,32431.355218,23579.4904109,0.92,0.88
19399.191648,10704.7714067,31960.850068,22939.0281243,0.64,0.88
19262.917135,10686.2014368,23319.2747739,13033.562201,1,1.72
17884.844323,9136.25188002,28953.104695,19046.6019731,0.92,1.2
19348.660128,10883.8923877,40946.223154,37444.9563929,0.12,0.04
18410.441603,9650.5160436,26153.5109739,15807.4172671,0.96,1.44
19145.933618,10734.0743749,40512.716157,36650.1595788,0.12,0.08
12361.4340388,3881.02332142,33088.719518,24484.7058624,1.84,0.88
19008.364486,10462.2613851,23044.1105291,12868.8175205,0.92,1.8
17962.222626,9296.84746895,27007.425808,16828.6629558,0.92,1.4
19691.768192,11325.7775269,24618.4835903,14405.8188753,0.92,1.6
12596.9743484,4059.93854216,33476.781056,25050.9847906,1.84,0.84
11514.4225087,3272.64570607,37700.831918,31701.262482,2,0.44
15164.11101,6209.69824129,26790.155068,16468.6341248,1.68,1.44
12292.6621767,3842.59065797,39611.755858,35012.8191888,1.52,0.24
17392.489873,8519.62174323,40647.114202,36870.2491114,0.08,0.12
13032.6352339,4388.43771327,39204.37075,34292.035502,1.52,0.28
19883.467884,11519.4116699,39706.630612,35197.8346683,0.08,0.16
13641.7687635,4962.91156373,39754.126821,35274.5671509,1.16,0.2
19841.895622,11318.3254587,34944.953325,27302.6640479,0.48,0.6
15344.492123,6441.13753134,35560.522223,28231.4915344,1.16,0.6
17477.890091,8898.88524357,39356.424354,34573.3625776,0.48,0.2
16228.211896,7192.51485668,33238.982599,24720.3510499,1.16,0.8
18560.224061,10004.1130404,33050.15809,24480.3678221,0.48,0.8
20314.552695,12136.5096659,29467.638972,19748.5746165,0.32,1.12
15864.176979,6901.94836356,22553.4378208,12216.0736119,1.6,1.88
22888.510478,15673.2173067,25559.8627809,15404.9828002,0.12,1.44
20400.820197,12355.8358743,24308.6501104,14155.4156448,0.52,1.64
23566.30566,16329.2296972,24922.8473368,14710.2807275,0.12,1.48
17956.296677,9181.12352372,35657.266336,28402.1511082,0.6,0.56
16374.853472,7416.24939753,22744.5096164,12419.7006712,1.6,1.84
19010.449604,10214.5398977,35970.42924,28903.4520681,0.6,0.52
18995.750505,10386.3500695,27835.794661,17707.105408,0.64,1.28
19480.732909,11039.3277912,28230.397919,18214.5220409,0.64,1.24
13671.544458,4954.32920915,35255.810251,27742.7071386,1.96,0.64
16466.259773,7438.42105727,26899.948356,16611.0151862,1.52,1.4
15642.137076,6871.04619279,30339.186839,20791.9025208,1.28,1.12
15299.277523,6573.92459518,30021.414294,20375.5261724,1.28,1.16
16456.194873,7696.1711508,34348.929024,26376.3676885,1.96,0.68
18777.674778,10133.9288496,37279.731791,31028.4666047,0.48,0.4
18401.852362,9720.78906443,27472.208468,17279.3105245,0.84,1.32
15030.843598,6105.54371425,23267.4317212,12842.3346743,1.8,1.8
18705.679635,10073.2767204,34250.409766,26243.6092357,0.64,0.68
20927.369315,12690.5639871,21586.7081827,11489.6381345,0.72,1.88
16175.733241,7196.48795065,24085.6826875,13636.2168436,1.64,1.68
15498.172827,6616.44964102,37687.906606,31694.7370554,1.16,0.4
21003.645041,12836.1984442,21979.4743008,11860.1517226,0.6,1.84
13852.2014762,5069.84909628,40450.231328,36512.8386784,1.12,0.16
18101.143872,9339.15069775,34754.898368,27000.429815,0.64,0.64
13819.4033496,5071.24932498,40715.856027,37005.9473542,1.12,0.12
20726.189597,12600.6831593,26700.6045675,16516.5631193,0.44,1.36
14209.114863,5419.71278311,34431.04417,26481.2499412,1.4,0.72
16991.327802,8046.6261283,21652.9696342,11552.8925869,1.56,1.96
14522.936641,5705.83690335,39365.563861,34580.7204367,1.08,0.24
14176.597486,5360.17255079,34034.722828,25887.0280238,1.4,0.76
16941.734632,8093.04289591,22255.3407761,12138.1092332,1.56,1.92
16127.35338,7318.98216342,25030.3434919,14674.1665721,1.36,1.64
21478.178822,13602.773624,28653.135388,18733.7399508,0.32,1.16
14499.0974446,5703.19700355,38942.365288,33836.996592,1.08,0.28
15681.214784,6912.72014316,36325.037065,29448.7665976,0.84,0.52
19967.215468,11512.4522675,24036.4892128,13722.1957367,0.72,1.64
17540.330682,8739.52860599,35671.344343,28417.5703862,0.84,0.56
12776.3778298,4210.08070061,39597.064521,34985.7667751,1.48,0.24
